ocel:eid,ocel:activity,ocel:timestamp,p_duration[s],s_co2e[kg],i_electric-from-grid-de[kWh],i_steel-waste-to-recycle[kg],i_gas_input[Wh],i_emission-of-burn[Wh],i_coating-material[kg],i_coating-material-waste[kg],i_compressed-air[m3],i_gas-n2-used[m3],i_gas-n2-emiited-to-air[m3],i_steel-waste[kg],i_cardboard-box[kg]
e_checkMale_5466>true,CheckMalePart,2023-04-06 15:16:59+00:00,?,0.0006498,,,,,,,0.01,,,,
e_checkMale_5589>true,CheckMalePart,2023-04-06 15:17:09+00:00,?,0.00103968,,,,,,,0.016,,,,
e_checkFemale_5577>true,CheckFemalePart,2023-04-06 15:17:20+00:00,?,0.00103968,,,,,,,0.016,,,,
e_assembly_5577,AssembleHinge,2023-04-06 15:17:30+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5247>true,CheckFemalePart,2023-04-06 15:17:30+00:00,?,0.0019494,,,,,,,0.03,,,,
e_assembly_5247,AssembleHinge,2023-04-06 15:17:41+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5662>true,CheckFemalePart,2023-04-06 15:17:41+00:00,?,0.00103968,,,,,,,0.016,,,,
e_assembly_5662,AssembleHinge,2023-04-06 15:17:52+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5280>true,CheckFemalePart,2023-04-06 15:17:52+00:00,?,0.00149454,,,,,,,0.023,,,,
e_packhinges_277,PackHinges,2023-04-06 15:17:58+00:00,29.6466673004,0.03593,,,,,,,,,,,0.05
e_assembly_5280,AssembleHinge,2023-04-06 15:18:03+00:00,5.0,?,,,,,,,,,,,
e_checkMale_4675>true,CheckMalePart,2023-04-06 15:18:03+00:00,?,0.0012996,,,,,,,0.02,,,,
e_checkMale_5665>true,CheckMalePart,2023-04-06 15:18:13+00:00,?,0.00103968,,,,,,,0.016,,,,
e_checkFemale_5099>true,CheckFemalePart,2023-04-06 15:18:23+00:00,?,0.00175446,,,,,,,0.027,,,,
e_assembly_5099,AssembleHinge,2023-04-06 15:18:33+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5341>true,CheckMalePart,2023-04-06 15:18:33+00:00,?,0.00155952,,,,,,,0.024,,,,
e_checkMale_5375>true,CheckMalePart,2023-04-06 15:18:43+00:00,?,0.00181944,,,,,,,0.028,,,,
e_checkMale_5027>true,CheckMalePart,2023-04-06 15:18:53+00:00,?,0.00116964,,,,,,,0.018,,,,
e_checkFemale_4935>true,CheckFemalePart,2023-04-06 15:19:03+00:00,?,0.00123462,,,,,,,0.019,,,,
e_assembly_4935,AssembleHinge,2023-04-06 15:19:14+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5819>true,CheckMalePart,2023-04-06 15:19:14+00:00,?,0.0003249,,,,,,,0.005,,,,
e_checkFemale_5558>true,CheckFemalePart,2023-04-06 15:19:25+00:00,?,0.00246924,,,,,,,0.038,,,,
e_assembly_5558,AssembleHinge,2023-04-06 15:19:35+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5603>true,CheckMalePart,2023-04-06 15:19:35+00:00,?,0.00103968,,,,,,,0.016,,,,
e_checkMale_5838>true,CheckMalePart,2023-04-06 15:19:45+00:00,?,0.0006498,,,,,,,0.01,,,,
e_checkMale_5628>true,CheckMalePart,2023-04-06 15:19:56+00:00,?,0.00207936,,,,,,,0.032,,,,
e_checkMale_4479>true,CheckMalePart,2023-04-06 15:20:07+00:00,?,0.00038988,,,,,,,0.006,,,,
e_checkMale_4953>true,CheckMalePart,2023-04-06 15:20:18+00:00,?,0.00123462,,,,,,,0.019,,,,
e_checkMale_5675>true,CheckMalePart,2023-04-06 15:20:28+00:00,?,0.00025992,,,,,,,0.004,,,,
e_checkMale_5144>true,CheckMalePart,2023-04-06 15:20:38+00:00,?,0.0003249,,,,,,,0.005,,,,
e_checkFemale_5783>true,CheckFemalePart,2023-04-06 15:20:49+00:00,?,0.00051984,,,,,,,0.008,,,,
e_assembly_5783,AssembleHinge,2023-04-06 15:20:59+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5445>true,CheckFemalePart,2023-04-06 15:20:59+00:00,?,0.00045486,,,,,,,0.007,,,,
e_assembly_5445,AssembleHinge,2023-04-06 15:21:10+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_4721>true,CheckFemalePart,2023-04-06 15:21:10+00:00,?,0.00110466,,,,,,,0.017,,,,
e_assembly_4721,AssembleHinge,2023-04-06 15:21:20+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5767>true,CheckMalePart,2023-04-06 15:21:20+00:00,?,0.00071478,,,,,,,0.011,,,,
e_checkFemale_5625>true,CheckFemalePart,2023-04-06 15:21:31+00:00,?,0.00058482,,,,,,,0.009,,,,
e_assembly_5625,AssembleHinge,2023-04-06 15:21:41+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5618>true,CheckFemalePart,2023-04-06 15:21:41+00:00,?,0.0009747,,,,,,,0.015,,,,
e_assembly_5618,AssembleHinge,2023-04-06 15:21:52+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5807>true,CheckFemalePart,2023-04-06 15:21:52+00:00,?,0.00168948,,,,,,,0.026,,,,
e_assembly_5807,AssembleHinge,2023-04-06 15:22:02+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5536>true,CheckFemalePart,2023-04-06 15:22:02+00:00,?,0.00175446,,,,,,,0.027,,,,
e_packhinges_278,PackHinges,2023-04-06 15:22:08+00:00,29.9670150908,0.03593,,,,,,,,,,,0.05
e_assembly_5536,AssembleHinge,2023-04-06 15:22:13+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5437>true,CheckFemalePart,2023-04-06 15:22:13+00:00,?,0.00214434,,,,,,,0.033,,,,
e_assembly_5437,AssembleHinge,2023-04-06 15:22:23+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5487>true,CheckFemalePart,2023-04-06 15:22:23+00:00,?,0.00038988,,,,,,,0.006,,,,
e_assembly_5487,AssembleHinge,2023-04-06 15:22:34+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5605>true,CheckFemalePart,2023-04-06 15:22:34+00:00,?,0.00110466,,,,,,,0.017,,,,
e_assembly_5605,AssembleHinge,2023-04-06 15:22:44+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5011>true,CheckMalePart,2023-04-06 15:22:44+00:00,?,0.00077976,,,,,,,0.012,,,,
e_checkFemale_5345>true,CheckFemalePart,2023-04-06 15:22:54+00:00,?,0.0019494,,,,,,,0.03,,,,
e_assembly_5345,AssembleHinge,2023-04-06 15:23:05+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5667>true,CheckFemalePart,2023-04-06 15:23:05+00:00,?,0.00175446,,,,,,,0.027,,,,
e_assembly_5667,AssembleHinge,2023-04-06 15:23:15+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5463>true,CheckFemalePart,2023-04-06 15:23:15+00:00,?,0.00077976,,,,,,,0.012,,,,
e_assembly_5463,AssembleHinge,2023-04-06 15:23:25+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5228>true,CheckFemalePart,2023-04-06 15:23:25+00:00,?,0.0016245,,,,,,,0.025,,,,
e_assembly_5228,AssembleHinge,2023-04-06 15:23:36+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5763>true,CheckMalePart,2023-04-06 15:23:36+00:00,?,0.00103968,,,,,,,0.016,,,,
e_checkFemale_5083>true,CheckFemalePart,2023-04-06 15:23:46+00:00,?,0.00110466,,,,,,,0.017,,,,
e_assembly_5083,AssembleHinge,2023-04-06 15:23:57+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5320>true,CheckMalePart,2023-04-06 15:23:57+00:00,?,0.0,,,,,,,0.0,,,,
e_checkMale_5503>true,CheckMalePart,2023-04-06 15:24:07+00:00,?,0.00136458,,,,,,,0.021,,,,
e_checkFemale_5095>true,CheckFemalePart,2023-04-06 15:24:18+00:00,?,0.00181944,,,,,,,0.028,,,,
e_assembly_5095,AssembleHinge,2023-04-06 15:24:29+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5084>true,CheckFemalePart,2023-04-06 15:24:29+00:00,?,0.00058482,,,,,,,0.009,,,,
e_packhinges_279,PackHinges,2023-04-06 15:24:35+00:00,29.8803122744,0.03593,,,,,,,,,,,0.05
e_assembly_5084,AssembleHinge,2023-04-06 15:24:39+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5831>true,CheckFemalePart,2023-04-06 15:24:39+00:00,?,0.00110466,,,,,,,0.017,,,,
e_assembly_5831,AssembleHinge,2023-04-06 15:24:50+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5363>true,CheckFemalePart,2023-04-06 15:24:50+00:00,?,0.0003249,,,,,,,0.005,,,,
e_assembly_5363,AssembleHinge,2023-04-06 15:25:00+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5448>true,CheckFemalePart,2023-04-06 15:25:00+00:00,?,0.0009747,,,,,,,0.015,,,,
e_assembly_5448,AssembleHinge,2023-04-06 15:25:11+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5197>true,CheckMalePart,2023-04-06 15:25:11+00:00,?,0.00116964,,,,,,,0.018,,,,
e_checkFemale_5353>true,CheckFemalePart,2023-04-06 15:25:22+00:00,?,0.0009747,,,,,,,0.015,,,,
e_assembly_5353,AssembleHinge,2023-04-06 15:25:33+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5189>true,CheckFemalePart,2023-04-06 15:25:33+00:00,?,0.0006498,,,,,,,0.01,,,,
e_assembly_5189,AssembleHinge,2023-04-06 15:25:44+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5231>true,CheckFemalePart,2023-04-06 15:25:44+00:00,?,0.00149454,,,,,,,0.023,,,,
e_assembly_5231,AssembleHinge,2023-04-06 15:25:54+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5663>true,CheckMalePart,2023-04-06 15:25:54+00:00,?,0.00207936,,,,,,,0.032,,,,
e_checkMale_4964>true,CheckMalePart,2023-04-06 15:26:04+00:00,?,0.00084474,,,,,,,0.013,,,,
e_checkMale_5654>true,CheckMalePart,2023-04-06 15:26:15+00:00,?,0.0012996,,,,,,,0.02,,,,
e_checkFemale_5703>true,CheckFemalePart,2023-04-06 15:26:25+00:00,?,0.00045486,,,,,,,0.007,,,,
e_assembly_5703,AssembleHinge,2023-04-06 15:26:35+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5110>true,CheckMalePart,2023-04-06 15:26:35+00:00,?,0.00090972,,,,,,,0.014,,,,
e_checkFemale_5716>true,CheckFemalePart,2023-04-06 15:26:46+00:00,?,0.00090972,,,,,,,0.014,,,,
e_assembly_5716,AssembleHinge,2023-04-06 15:26:56+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5352>true,CheckFemalePart,2023-04-06 15:26:56+00:00,?,0.00188442,,,,,,,0.029,,,,
e_assembly_5352,AssembleHinge,2023-04-06 15:27:07+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5096>true,CheckMalePart,2023-04-06 15:27:07+00:00,?,0.0016245,,,,,,,0.025,,,,
e_packhinges_280,PackHinges,2023-04-06 15:27:13+00:00,29.7365921746,0.03593,,,,,,,,,,,0.05
e_checkMale_5407>true,CheckMalePart,2023-04-06 15:27:17+00:00,?,0.00038988,,,,,,,0.006,,,,
e_checkFemale_5734>true,CheckFemalePart,2023-04-06 15:27:27+00:00,?,0.00266418,,,,,,,0.041,,,,
e_assembly_5734,AssembleHinge,2023-04-06 15:27:37+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5508>true,CheckMalePart,2023-04-06 15:27:37+00:00,?,0.00071478,,,,,,,0.011,,,,
e_checkMale_5360>true,CheckMalePart,2023-04-06 15:27:48+00:00,?,0.00155952,,,,,,,0.024,,,,
e_checkMale_5822>true,CheckMalePart,2023-04-06 15:27:58+00:00,?,0.00188442,,,,,,,0.029,,,,
e_checkMale_5656>true,CheckMalePart,2023-04-06 15:28:09+00:00,?,0.00110466,,,,,,,0.017,,,,
e_checkMale_5215>true,CheckMalePart,2023-04-06 15:28:20+00:00,?,0.00045486,,,,,,,0.007,,,,
e_checkMale_5157>true,CheckMalePart,2023-04-06 15:28:30+00:00,?,0.00116964,,,,,,,0.018,,,,
e_checkFemale_5204>true,CheckFemalePart,2023-04-06 15:28:41+00:00,?,0.00188442,,,,,,,0.029,,,,
e_assembly_5204,AssembleHinge,2023-04-06 15:28:51+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5650>true,CheckMalePart,2023-04-06 15:28:51+00:00,?,0.00175446,,,,,,,0.027,,,,
e_checkFemale_5269>true,CheckFemalePart,2023-04-06 15:29:02+00:00,?,0.00181944,,,,,,,0.028,,,,
e_assembly_5269,AssembleHinge,2023-04-06 15:29:12+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5687>true,CheckMalePart,2023-04-06 15:29:12+00:00,?,0.0009747,,,,,,,0.015,,,,
e_checkFemale_5811>true,CheckFemalePart,2023-04-06 15:29:23+00:00,?,0.00058482,,,,,,,0.009,,,,
e_assembly_5811,AssembleHinge,2023-04-06 15:29:33+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5404>true,CheckFemalePart,2023-04-06 15:29:33+00:00,?,0.00181944,,,,,,,0.028,,,,
e_assembly_5404,AssembleHinge,2023-04-06 15:29:44+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5149>true,CheckMalePart,2023-04-06 15:29:44+00:00,?,0.0012996,,,,,,,0.02,,,,
e_checkMale_5290>true,CheckMalePart,2023-04-06 15:29:54+00:00,?,0.00136458,,,,,,,0.021,,,,
e_checkMale_5264>true,CheckMalePart,2023-04-06 15:30:04+00:00,?,0.0016245,,,,,,,0.025,,,,
e_checkFemale_5456>true,CheckFemalePart,2023-04-06 15:30:15+00:00,?,0.00116964,,,,,,,0.018,,,,
e_assembly_5456,AssembleHinge,2023-04-06 15:30:25+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5496>true,CheckMalePart,2023-04-06 15:30:25+00:00,?,0.0012996,,,,,,,0.02,,,,
e_checkMale_4850>true,CheckMalePart,2023-04-06 15:30:36+00:00,?,0.00045486,,,,,,,0.007,,,,
e_checkMale_5089>true,CheckMalePart,2023-04-06 15:30:46+00:00,?,0.00090972,,,,,,,0.014,,,,
e_checkMale_5565>true,CheckMalePart,2023-04-06 15:30:57+00:00,?,0.00168948,,,,,,,0.026,,,,
e_checkMale_5066>true,CheckMalePart,2023-04-06 15:31:07+00:00,?,0.00103968,,,,,,,0.016,,,,
e_checkFemale_5199>true,CheckFemalePart,2023-04-06 15:31:18+00:00,?,0.0016245,,,,,,,0.025,,,,
e_assembly_5199,AssembleHinge,2023-04-06 15:31:29+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5640>true,CheckMalePart,2023-04-06 15:31:29+00:00,?,0.00155952,,,,,,,0.024,,,,
e_checkMale_5329>true,CheckMalePart,2023-04-06 15:31:39+00:00,?,0.00123462,,,,,,,0.019,,,,
e_checkFemale_5594>true,CheckFemalePart,2023-04-06 15:31:49+00:00,?,0.00123462,,,,,,,0.019,,,,
e_assembly_5594,AssembleHinge,2023-04-06 15:31:59+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5465>true,CheckMalePart,2023-04-06 15:31:59+00:00,?,0.00149454,,,,,,,0.023,,,,
e_checkFemale_5304>true,CheckFemalePart,2023-04-06 15:32:10+00:00,?,0.00090972,,,,,,,0.014,,,,
e_assembly_5304,AssembleHinge,2023-04-06 15:32:20+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5400>true,CheckFemalePart,2023-04-06 15:32:20+00:00,?,6.498E~05,,,,,,,0.001,,,,
e_assembly_5400,AssembleHinge,2023-04-06 15:32:31+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5092>true,CheckFemalePart,2023-04-06 15:32:31+00:00,?,0.00110466,,,,,,,0.017,,,,
e_packhinges_281,PackHinges,2023-04-06 15:32:37+00:00,30.3744223811,0.03593,,,,,,,,,,,0.05
e_assembly_5092,AssembleHinge,2023-04-06 15:32:41+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5774>true,CheckMalePart,2023-04-06 15:32:41+00:00,?,0.00110466,,,,,,,0.017,,,,
e_checkFemale_5741>true,CheckFemalePart,2023-04-06 15:32:52+00:00,?,0.00123462,,,,,,,0.019,,,,
e_assembly_5741,AssembleHinge,2023-04-06 15:33:02+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5569>true,CheckFemalePart,2023-04-06 15:33:02+00:00,?,0.00090972,,,,,,,0.014,,,,
e_assembly_5569,AssembleHinge,2023-04-06 15:33:13+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5704>true,CheckFemalePart,2023-04-06 15:33:13+00:00,?,0.0009747,,,,,,,0.015,,,,
e_assembly_5704,AssembleHinge,2023-04-06 15:33:23+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5780>true,CheckMalePart,2023-04-06 15:33:23+00:00,?,0.0006498,,,,,,,0.01,,,,
e_checkMale_5533>true,CheckMalePart,2023-04-06 15:33:34+00:00,?,0.00084474,,,,,,,0.013,,,,
e_checkFemale_5814>true,CheckFemalePart,2023-04-06 15:33:44+00:00,?,0.00188442,,,,,,,0.029,,,,
e_assembly_5814,AssembleHinge,2023-04-06 15:33:54+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5121>true,CheckFemalePart,2023-04-06 15:33:54+00:00,?,0.0006498,,,,,,,0.01,,,,
e_assembly_5121,AssembleHinge,2023-04-06 15:34:05+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5420>true,CheckMalePart,2023-04-06 15:34:05+00:00,?,0.00136458,,,,,,,0.021,,,,
e_checkFemale_5069>true,CheckFemalePart,2023-04-06 15:34:15+00:00,?,0.00077976,,,,,,,0.012,,,,
e_assembly_5069,AssembleHinge,2023-04-06 15:34:25+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5567>true,CheckFemalePart,2023-04-06 15:34:25+00:00,?,0.00103968,,,,,,,0.016,,,,
e_assembly_5567,AssembleHinge,2023-04-06 15:34:36+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5549>true,CheckMalePart,2023-04-06 15:34:36+00:00,?,0.00201438,,,,,,,0.031,,,,
e_checkMale_5615>true,CheckMalePart,2023-04-06 15:34:46+00:00,?,0.00181944,,,,,,,0.028,,,,
e_checkMale_5524>true,CheckMalePart,2023-04-06 15:34:57+00:00,?,0.00103968,,,,,,,0.016,,,,
e_checkMale_5803>true,CheckMalePart,2023-04-06 15:35:07+00:00,?,0.00155952,,,,,,,0.024,,,,
e_checkMale_5612>true,CheckMalePart,2023-04-06 15:35:18+00:00,?,0.00025992,,,,,,,0.004,,,,
e_checkFemale_5239>true,CheckFemalePart,2023-04-06 15:35:28+00:00,?,0.00214434,,,,,,,0.033,,,,
e_assembly_5239,AssembleHinge,2023-04-06 15:35:38+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5274>true,CheckFemalePart,2023-04-06 15:35:38+00:00,?,0.00038988,,,,,,,0.006,,,,
e_assembly_5274,AssembleHinge,2023-04-06 15:35:48+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5637>true,CheckMalePart,2023-04-06 15:35:48+00:00,?,0.00201438,,,,,,,0.031,,,,
e_packhinges_282,PackHinges,2023-04-06 15:35:54+00:00,30.0705222169,0.03593,,,,,,,,,,,0.05
e_checkFemale_5682>true,CheckFemalePart,2023-04-06 15:35:59+00:00,?,6.498E~05,,,,,,,0.001,,,,
e_assembly_5682,AssembleHinge,2023-04-06 15:36:09+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5452>true,CheckFemalePart,2023-04-06 15:36:09+00:00,?,0.00084474,,,,,,,0.013,,,,
e_assembly_5452,AssembleHinge,2023-04-06 15:36:20+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5788>true,CheckMalePart,2023-04-06 15:36:20+00:00,?,0.00175446,,,,,,,0.027,,,,
e_checkMale_5293>true,CheckMalePart,2023-04-06 15:36:30+00:00,?,0.00136458,,,,,,,0.021,,,,
e_checkMale_5017>true,CheckMalePart,2023-04-06 15:36:40+00:00,?,0.00155952,,,,,,,0.024,,,,
e_checkMale_4878>true,CheckMalePart,2023-04-06 15:36:50+00:00,?,0.00110466,,,,,,,0.017,,,,
e_checkFemale_5548>true,CheckFemalePart,2023-04-06 15:37:01+00:00,?,0.00175446,,,,,,,0.027,,,,
e_assembly_5548,AssembleHinge,2023-04-06 15:37:11+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5482>true,CheckMalePart,2023-04-06 15:37:11+00:00,?,0.00103968,,,,,,,0.016,,,,
e_checkFemale_5535>true,CheckFemalePart,2023-04-06 15:37:22+00:00,?,0.00090972,,,,,,,0.014,,,,
e_assembly_5535,AssembleHinge,2023-04-06 15:37:33+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5582>true,CheckMalePart,2023-04-06 15:37:33+00:00,?,0.00136458,,,,,,,0.021,,,,
e_checkFemale_5059>true,CheckFemalePart,2023-04-06 15:37:43+00:00,?,0.00142956,,,,,,,0.022,,,,
e_assembly_5059,AssembleHinge,2023-04-06 15:37:54+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5793>true,CheckFemalePart,2023-04-06 15:37:54+00:00,?,0.00045486,,,,,,,0.007,,,,
e_assembly_5793,AssembleHinge,2023-04-06 15:38:04+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5775>true,CheckMalePart,2023-04-06 15:38:04+00:00,?,0.0006498,,,,,,,0.01,,,,
e_checkFemale_5232>true,CheckFemalePart,2023-04-06 15:38:15+00:00,?,0.00220932,,,,,,,0.034,,,,
e_assembly_5232,AssembleHinge,2023-04-06 15:38:25+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5773>true,CheckMalePart,2023-04-06 15:38:25+00:00,?,0.00116964,,,,,,,0.018,,,,
e_checkFemale_5388>true,CheckFemalePart,2023-04-06 15:38:36+00:00,?,0.00045486,,,,,,,0.007,,,,
e_assembly_5388,AssembleHinge,2023-04-06 15:38:46+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5155>true,CheckFemalePart,2023-04-06 15:38:46+00:00,?,0.00110466,,,,,,,0.017,,,,
e_assembly_5155,AssembleHinge,2023-04-06 15:38:57+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5599>true,CheckMalePart,2023-04-06 15:38:57+00:00,?,0.0012996,,,,,,,0.02,,,,
e_checkFemale_4956>true,CheckFemalePart,2023-04-06 15:39:08+00:00,?,0.00084474,,,,,,,0.013,,,,
e_assembly_4956,AssembleHinge,2023-04-06 15:39:18+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5477>true,CheckFemalePart,2023-04-06 15:39:18+00:00,?,0.00220932,,,,,,,0.034,,,,
e_packhinges_283,PackHinges,2023-04-06 15:39:24+00:00,30.2188285653,0.03593,,,,,,,,,,,0.05
e_assembly_5477,AssembleHinge,2023-04-06 15:39:29+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5081>true,CheckMalePart,2023-04-06 15:39:29+00:00,?,0.00188442,,,,,,,0.029,,,,
e_checkFemale_5268>true,CheckFemalePart,2023-04-06 15:39:39+00:00,?,0.00012996,,,,,,,0.002,,,,
e_assembly_5268,AssembleHinge,2023-04-06 15:39:50+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5433>true,CheckMalePart,2023-04-06 15:39:50+00:00,?,0.0012996,,,,,,,0.02,,,,
e_checkFemale_5217>true,CheckFemalePart,2023-04-06 15:40:00+00:00,?,0.00090972,,,,,,,0.014,,,,
e_assembly_5217,AssembleHinge,2023-04-06 15:40:10+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5836>true,CheckMalePart,2023-04-06 15:40:10+00:00,?,0.00058482,,,,,,,0.009,,,,
e_checkFemale_5770>true,CheckFemalePart,2023-04-06 15:40:21+00:00,?,0.0022743,,,,,,,0.035,,,,
e_assembly_5770,AssembleHinge,2023-04-06 15:40:31+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5685>true,CheckMalePart,2023-04-06 15:40:31+00:00,?,0.00045486,,,,,,,0.007,,,,
e_checkMale_5469>true,CheckMalePart,2023-04-06 15:40:42+00:00,?,0.00149454,,,,,,,0.023,,,,
e_checkMale_5823>true,CheckMalePart,2023-04-06 15:40:52+00:00,?,0.00116964,,,,,,,0.018,,,,
e_checkMale_5501>true,CheckMalePart,2023-04-06 15:41:03+00:00,?,0.00090972,,,,,,,0.014,,,,
e_checkFemale_4826>true,CheckFemalePart,2023-04-06 15:41:13+00:00,?,0.00149454,,,,,,,0.023,,,,
e_assembly_4826,AssembleHinge,2023-04-06 15:41:24+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5485>true,CheckFemalePart,2023-04-06 15:41:24+00:00,?,0.00123462,,,,,,,0.019,,,,
e_assembly_5485,AssembleHinge,2023-04-06 15:41:34+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5361>true,CheckMalePart,2023-04-06 15:41:34+00:00,?,0.00168948,,,,,,,0.026,,,,
e_checkFemale_5778>true,CheckFemalePart,2023-04-06 15:41:45+00:00,?,0.00051984,,,,,,,0.008,,,,
e_assembly_5778,AssembleHinge,2023-04-06 15:41:55+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5801>true,CheckMalePart,2023-04-06 15:41:55+00:00,?,0.00220932,,,,,,,0.034,,,,
e_checkFemale_5275>true,CheckFemalePart,2023-04-06 15:42:05+00:00,?,0.00051984,,,,,,,0.008,,,,
e_assembly_5275,AssembleHinge,2023-04-06 15:42:16+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5499>true,CheckFemalePart,2023-04-06 15:42:16+00:00,?,0.00077976,,,,,,,0.012,,,,
e_assembly_5499,AssembleHinge,2023-04-06 15:42:26+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5627>true,CheckMalePart,2023-04-06 15:42:26+00:00,?,0.00123462,,,,,,,0.019,,,,
e_checkFemale_5784>true,CheckFemalePart,2023-04-06 15:42:36+00:00,?,0.00188442,,,,,,,0.029,,,,
e_assembly_5784,AssembleHinge,2023-04-06 15:42:47+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_5447>true,CheckFemalePart,2023-04-06 15:42:47+00:00,?,0.00071478,,,,,,,0.011,,,,
e_packhinges_284,PackHinges,2023-04-06 15:42:53+00:00,29.910852229,0.03593,,,,,,,,,,,0.05
e_assembly_5447,AssembleHinge,2023-04-06 15:42:57+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5572>true,CheckMalePart,2023-04-06 15:42:57+00:00,?,0.00071478,,,,,,,0.011,,,,
e_checkMale_5077>true,CheckMalePart,2023-04-06 15:43:07+00:00,?,0.00181944,,,,,,,0.028,,,,
e_checkMale_5486>true,CheckMalePart,2023-04-06 15:43:17+00:00,?,0.0012996,,,,,,,0.02,,,,
e_checkFemale_5777>true,CheckFemalePart,2023-04-06 15:43:28+00:00,?,0.0019494,,,,,,,0.03,,,,
e_assembly_5777,AssembleHinge,2023-04-06 15:43:38+00:00,5.0,?,,,,,,,,,,,
e_checkMale_4921>true,CheckMalePart,2023-04-06 15:43:38+00:00,?,0.00136458,,,,,,,0.021,,,,
e_checkFemale_5267>true,CheckFemalePart,2023-04-06 15:43:49+00:00,?,0.00103968,,,,,,,0.016,,,,
e_assembly_5267,AssembleHinge,2023-04-06 15:44:00+00:00,5.0,?,,,,,,,,,,,
e_checkMale_5705>true,CheckMalePart,2023-04-06 15:44:00+00:00,?,0.00123462,,,,,,,0.019,,,,
e_checkMale_5383>true,CheckMalePart,2023-04-06 15:44:10+00:00,?,0.00201438,,,,,,,0.031,,,,
